id,lon,lat,country
PAMH,-152.292,63.889,USA
PAMD,-146.317,59.442,
PAKP,-151.74,68.136,USA
PAKH,-154.181,56.94,USA
PAKF,-163.409,54.85,USA
PAJZ,-157.267,59.727,USA
PAIW,-168.093,65.621,USA
PAIK,-160.439,66.975,USA
PAIG,-155.897,59.325,USA
PAHL,-156.353,65.699,USA
PAHC,-159.773,62.191,USA
PAGS,-135.707,58.425,USA
PAGN,-134.589,57.502,
PAGH,-157.159,66.886,USA
PAGA,-156.92,64.738,USA
PAFE,-133.91,56.961,
PADU,-166.543,53.896,
PABV,-149.511,61.416,USA
PABL,-161.146,65.979,USA
PAAK,-174.208,52.219,USA
KYKN,-97.3807,42.9142,USA
KY50,-89.304,44.0435,USA
KWWD,-74.9079,39.0108,USA
KWVL,-69.6753,44.5301,USA
KWMC,-117.808,40.9018,USA
KWJF,-118.213,34.7412,USA
KVPZ,-86.998,41.4535,USA
KVIS,-119.388,36.3135,USA
KUKI,-123.2,39.1278,USA
KUDG,-79.8902,34.4474,USA
KUCP,-80.4153,41.0228,USA
KTVF,-96.1787,48.0597,USA
KTPH,-117.091,38.0505,USA
KSOP,-79.3921,35.2371,USA
KSMP,-121.338,47.2764,USA
KSMN,-113.883,45.1283,USA
KSLG,-94.488,36.1941,USA
KSLE,-123.001,44.9049,USA
KSKX,-105.675,36.4584,USA
KSGU,-113.503,37.0444,USA
KSGT,-91.5763,34.5998,USA
KSGH,-83.8443,39.8358,USA
KSFZ,-71.4924,41.9168,USA
KSFO,-122.366,37.6196,USA
KSFM,-70.7154,43.3876,USA
KSDY,-104.195,47.7029,USA
KSDF,-85.7308,38.1774,USA
KSBP,-120.644,35.2382,USA
KRUT,-72.9517,43.53,USA
KRDM,-121.141,44.2558,USA
KPWT,-122.759,47.4942,USA
KPWG,-97.3202,31.4891,USA
KPVU,-111.725,40.224,USA
KPVC,-70.2183,42.0743,USA
KPTV,-119.063,36.0274,USA
KPQI,-68.054,46.697,USA
KPIB,-89.3383,31.4727,USA
KP53,-86.6504,46.412,USA
KP28,-98.5463,37.2664,USA
KOXC,-73.1353,41.4741,USA
KOWB,-87.1683,37.7297,USA
KOTH,-124.244,43.4194,
KOTG,-95.5759,43.6525,USA
KOLU,-97.3391,41.4472,USA
KOKK,-86.055,40.5304,USA
KOFK,-97.4335,41.9799,USA
KOAJ,-77.6189,34.8251,USA
KNYG,-77.301,38.503,USA
KNTU,-76.0277,36.8209,USA
KNSE,-87.022,30.728,USA
KNQI,-97.81,27.507,USA
KNPA,-87.323,30.356,USA
KNMM,-88.543,32.546,USA
KNLC,-119.94,36.3024,USA
KNJK,-115.668,32.823,USA
KNID,-117.69,35.688,USA
KNGP,-97.292,27.688,
KNFL,-118.705,39.417,USA
KNFE,-76.129,36.701,USA
KNCA,-77.4406,34.7062,USA
KMYR,-78.9325,33.6769,USA
KMVN,-88.853,38.3284,USA
KMTW,-87.6819,44.1322,USA
KMTC,-82.8353,42.6045,USA
KMRF,-104.012,30.3706,USA
KMQY,-86.5144,36.0029,USA
KMOB,-88.2459,30.6882,USA
KMML,-95.8215,44.4504,USA
KMKY,-81.674,25.999,USA
KMKT,-93.9179,44.2184,USA
KMJX,-74.297,39.9235,USA
KMHS,-122.317,41.3149,USA
KMEH,-118.425,45.512,USA
KMDT,-76.7725,40.1962,USA
KMBL,-86.2377,44.2714,USA
KLWS,-117.015,46.3746,USA
KLRD,-99.4614,27.551,USA
KLPC,-120.464,34.6646,USA
KLGD,-118.009,45.2906,USA
KLEW,-70.2853,44.0444,USA
KLCI,-71.4254,43.5718,USA
KLBT,-79.059,34.6082,USA
KLBL,-100.957,37.0375,USA
KLAS,-115.163,36.0719,USA
KKLS,-122.898,46.118,USA
KJXN,-84.4589,42.259,USA
KJRB,-74.009,40.701,
KJMS,-98.6704,46.9259,USA
KJHW,-79.2542,42.1534,USA
KJAC,-110.737,43.6129,USA
KIWD,-90.126,46.5321,USA
KISP,-73.1018,40.7939,USA
KISO,-77.6187,35.324,USA
KISM,-81.4371,28.2924,USA
KINW,-110.722,35.028,USA
KILE,-97.6885,31.084,USA
KHYS,-99.2742,38.8392,USA
KHYI,-97.8664,29.8958,USA
KHYA,-70.2697,41.6719,USA
KHWV,-72.8674,40.8212,USA
KHPN,-73.7046,41.0624,USA
KHND,-115.134,35.9658,USA
KHNB,-86.9473,38.2505,USA
KHEZ,-91.2973,31.6159,USA
KHEF,-77.5175,38.724,USA
KHDN,-107.23,40.4842,USA
KGXY,-104.63,40.4345,USA
KGUC,-106.942,38.5322,USA
KGTU,-97.6767,30.6809,USA
KGTR,-88.593,33.456,USA
KGPZ,-93.5071,47.2029,USA
KGON,-72.0489,41.3279,
KGNA,-90.346,47.745,USA
KGDV,-104.813,47.14,USA
KGBD,-98.8592,38.3405,USA
KGAI,-77.1653,39.1696,USA
KGAD,-86.0917,33.9686,USA
KFSD,-96.7539,43.5775,USA
KFRM,-94.4168,43.6455,USA
KFOD,-94.182,42.549,USA
KFNL,-105.01,40.4427,USA
KFLP,-92.5851,36.2925,USA
KFKL,-79.8603,41.3806,USA
KFCI,-77.522,37.407,USA
KFAM,-90.4292,37.7631,USA
KEWK,-97.275,38.0621,USA
KEUL,-116.63,43.6405,USA
KENV,-114.031,40.7211,USA
KELZ,-77.9842,42.1077,USA
KEKY,-86.925,33.314,USA
KEKQ,-84.8562,36.8576,USA
KEKO,-115.786,40.824,USA
KEHR,-87.6824,37.8066,USA
KEGE,-106.918,39.6448,USA
KEEN,-72.2695,42.898,USA
KEED,-114.618,34.7678,USA
KEAU,-91.4881,44.8665,USA
KEAR,-99.0086,40.7193,USA
KDYR,-89.4057,35.9957,USA
KDWU,-82.7375,38.556,USA
KDVL,-98.9034,48.1136,USA
KDUG,-109.602,31.4725,USA
KDIK,-102.797,46.7997,USA
KDIJ,-111.091,43.745,USA
KDAY,-84.2185,39.9064,USA
KD07,-102.02,45.0326,USA
KCXY,-76.8552,40.2184,USA
KCWI,-90.3328,41.8295,USA
KCVO,-123.293,44.5013,USA
KCVN,-103.08,34.4227,USA
KCTB,-112.377,48.6036,USA
KCOE,-116.833,47.7719,USA
KCOD,-109.027,44.52,USA
KCIU,-84.4773,46.2531,USA
KCGZ,-111.773,32.9531,USA
KCEC,-124.238,41.7836,
KCAE,-81.118,33.9422,USA
KBZN,-111.162,45.7876,USA
KBOK,-124.29,42.0754,USA
KBMI,-88.9144,40.4777,USA
KBLM,-74.1207,40.1822,USA
KBKX,-96.8183,44.3075,USA
KBJJ,-81.8886,40.8732,USA
KBIH,-118.359,37.3711,USA
KBID,-71.5757,41.1668,
KBHB,-68.3617,44.4549,USA
KAWO,-122.159,48.1584,USA
KAUO,-85.4342,32.617,USA
KASH,-71.5141,42.7798,USA
KART,-76.0261,43.9888,USA
KARG,-90.9216,36.1256,USA
KALK,-110.428,31.606,USA
KAJO,-117.596,33.8956,USA
KAIZ,-92.5475,38.1005,USA
KAFJ,-80.2851,40.1362,USA
KADF,-93.069,34.0953,USA
K8D3,-96.9918,45.669,USA
K79J,-86.3902,31.3061,USA
K2WX,-103.547,45.6043,USA
K1M4,-87.5986,34.2832,USA
TXKF,-64.679,32.364,
TNCB,-68.277,12.133,ANT
RODN,127.768,26.356,JPN
RJTY,139.349,35.749,JPN
PTYA,138.077,9.487,
PHSF,-155.557,19.758,USA
PATL,-155.977,62.893,USA
PASY,174.107,52.711,
PAIM,-153.695,65.994,USA
PAFB,-147.614,64.836,USA
PAEI,-147.094,64.654,USA
PAED,-149.837,61.25,USA
PACZ,-166.043,61.776,USA
OTBH,51.315,25.117,QAT
OPFA,72.995,31.365,PAK
OKAS,47.521,29.347,KWT
OEPS,47.581,24.063,SAU
NZCM,166.667,-77.85,
LIVT,13.754,45.677,ITA
LIVR,11.787,46.298,ITA
LIVP,11.038,46.143,ITA
LIVM,12.296,44.441,
LIVF,12.728,43.517,ITA
LIVE,10.5,46.833,ITA
LIVD,12.228,46.729,ITA
LIVC,10.7,44.194,ITA
LIRX,10.396,42.731,ITA
LIRV,12.064,42.43,ITA
LIRT,15.233,41.047,ITA
LIRS,11.072,42.76,ITA
LIRM,14.082,41.061,ITA
LIRL,12.91,41.545,ITA
LIRK,12.979,42.466,ITA
LIRH,13.3,41.646,ITA
LIRG,12.735,41.996,ITA
LIRE,12.449,41.656,ITA
LIQO,11.17,42.387,ITA
LIQC,14.201,40.558,
LIPS,12.101,45.689,ITA
LIPL,10.268,45.432,ITA
LIPI,13.049,45.979,ITA
LIPF,11.61,44.814,ITA
LIPC,12.307,44.224,ITA
LIPA,12.599,46.03,ITA
LIMY,7.794,44.258,ITA
LIMV,8.938,44.552,ITA
LIMU,8.17,43.958,
LIMS,9.723,44.913,ITA
LIMN,8.669,45.53,ITA
LIMK,7.731,45.033,ITA
LIMH,7.707,45.935,ITA
LIED,8.973,39.354,ITA
LIEB,9.713,39.931,
LICZ,14.919,37.406,ITA
LICT,12.488,37.911,ITA
LICF,15.549,38.2,ITA
LIBY,18.342,39.811,ITA
LIBV,16.935,40.766,ITA
LIBQ,16.396,39.331,ITA
LIBN,18.138,40.238,ITA
LIBA,15.714,41.538,ITA
KXNO,-81.07,33.612,USA
KXMR,-80.5589,28.4674,USA
KWRI,-74.591,40.016,USA
KWHP,-118.415,34.2596,USA
KVPS,-86.526,30.483,USA
KVOK,-90.253,43.938,USA
KVAD,-83.192,30.979,USA
KTTS,-80.6815,28.5987,USA
KTIK,-97.386,35.415,USA
KTDR,-85.528,30.038,USA
KTCM,-122.475,47.149,USA
KTBN,-92.1447,37.7445,USA
KT70,-100.473,29.117,USA
KSZL,-93.55,38.736,USA
KSXS,-85.846,31.364,USA
KSVN,-81.131,32.011,USA
KSUU,-121.938,38.25,USA
KSSC,-80.466,33.978,USA
KSKA,-117.679,47.612,USA
KSHM,-104.52,38.8,USA
KSCK,-121.226,37.89,USA
KRYM,-94.353,46.0878,USA
KRNO,-119.768,39.5077,USA
KRIV,-117.244,33.878,USA
KRDR,-97.4029,47.9477,USA
KRCA,-103.118,44.155,USA
KPSM,-70.8127,43.0677,USA
KPHP,-101.601,44.051,USA
KPBH,-90.4052,45.7064,USA
KPAM,-85.577,30.071,USA
KP58,-82.7929,44.0217,USA
KOZR,-85.7105,31.2767,USA
KOFF,-95.91,41.122,USA
KNBG,-90.024,29.837,USA
KMXF,-86.3724,32.3877,USA
KMUO,-115.859,43.03,USA
KMUI,-76.5643,40.4381,USA
KMMT,-80.802,33.922,USA
KMKG,-86.2368,43.1711,USA
KMGE,-84.5266,33.9189,USA
KMER,-120.577,37.392,USA
KMCF,-82.5133,27.8598,
KLUF,-112.38,33.538,USA
KLTS,-99.27,34.666,USA
KLSV,-115.034,36.236,USA
KLSF,-84.9826,32.3239,USA
KLOT,-88.1017,41.6031,USA
KLLJ,-114.216,44.523,USA
KLIC,-103.667,39.2733,USA
KLGF,-114.393,32.868,USA
KLFI,-76.349,37.088,USA
KLCK,-82.919,39.83,USA
KJKA,-87.661,30.291,USA
KITH,-76.4569,42.4931,USA
KIRK,-92.5469,40.0966,USA
KINS,-115.69,36.586,USA
KIAB,-97.268,37.622,USA
KHST,-80.379,25.49,USA
KHRT,-86.69,30.428,USA
KHOP,-87.495,36.672,USA
KHON,-98.2227,44.3792,USA
KHMN,-106.108,32.852,USA
KHIF,-111.962,41.111,USA
KHFF,-79.4973,35.0424,USA
KHEY,-85.655,31.348,USA
KGXF,-112.721,32.885,USA
KGXA,-117.669,34.565,USA
KGUS,-86.1631,40.6375,USA
KGUR,-104.732,42.261,USA
KGTB,-75.7218,44.0617,USA
KGSB,-77.9458,35.3446,USA
KGRF,-122.58,47.079,USA
KGPI,-114.264,48.3041,USA
KGOV,-84.727,44.681,USA
KGFA,-111.187,47.505,USA
KFTK,-85.973,37.907,USA
KFSI,-98.404,34.6457,USA
KFRI,-96.7617,39.0568,USA
KFHU,-110.348,31.586,USA
KFFO,-84.035,39.837,USA
KFEW,-104.869,41.141,USA
KFCS,-104.751,38.6756,USA
KFAF,-76.61,37.134,USA
KEND,-97.919,36.338,USA
KEGI,-86.525,30.653,USA
KEDW,-117.874,34.908,USA
KDMA,-110.887,32.165,USA
KDLH,-92.1866,46.8435,USA
KDLF,-100.785,29.3666,USA
KDAA,-77.178,38.714,USA
KCWN,-104.847,38.748,USA
KCVS,-103.322,34.381,USA
KCOF,-80.608,28.242,USA
KCNW,-97.071,31.637,USA
KCNK,-97.6508,39.5513,USA
KCMY,-90.7398,43.9581,USA
KCKM,-90.5146,34.2945,USA
KCEF,-72.525,42.201,USA
KCBM,-88.4567,33.6519,USA
KCAO,-103.154,36.4483,USA
KBYS,-116.634,35.271,USA
KBLV,-89.845,38.54,USA
KBKT,-77.953,37.082,USA
KBIX,-88.922,30.415,
KBIF,-106.369,31.861,USA
KBAB,-121.436,39.145,USA
KAST,-123.883,46.157,USA
KANJ,-84.3581,46.48,USA
KADW,-76.8654,38.8215,USA
KABH,-104.299,38.7587,USA
KAAT,-120.561,41.4836,USA
K9L2,-117.857,34.996,USA
K4MR,-103.791,34.29,USA
K2DP,-75.892,35.672,USA
K1YT,-120.457,46.668,USA
K1ON,-101.28,48.82,USA
K1OM,-108.927,47.328,USA
K1NM,-109.031,47.059,USA
K1MM,-109.63,47.014,USA
K1LN,-102.27,48.79,USA
K1LM,-109.74,46.694,USA
K1KW,-103.488,41.137,USA
K1KM,-109.801,46.444,USA
K1JW,-103.199,40.961,USA
K1JM,-111.547,47.751,USA
K1IW,-102.865,41.046,USA
K1IN,-102.3,48.34,USA
K1IM,-111.473,47.312,USA
K1HW,-102.83,41.325,USA
K1HN,-102.22,47.97,USA
K1HM,-111.943,47.698,USA
K1GM,-112.093,47.325,USA
K1FM,-112.311,47.605,USA
K1EW,-103.983,41.103,USA
K1EM,-109.416,47.454,USA
K1DW,-103.794,41.361,USA
K1DN,-101.3,47.8,USA
K1DM,-109.814,47.376,USA
K1CW,-103.573,41.581,USA
K1CN,-101.01,47.71,USA
K1CM,-110.164,47.096,USA
K1BM,-110.359,47.285,USA
K1AM,-110.801,47.281,USA
FJDG,72.411,-7.313,IOT
ETIK,10.39,49.472,DEU
ETIH,11.839,49.216,DEU
ETIC,11.941,49.696,DEU
ETEB,10.639,49.308,DEU
ETAR,7.6,49.437,DEU
ETAD,6.698,49.979,DEU
EGVA,-1.79,51.682,GBR
EGUN,0.486,52.362,GBR
BGTL,-68.758,76.527,GRL
PTTP,158.21,6.96,FSM
PHOG,-156.435,20.8887,USA
PHMK,-157.096,21.1545,USA
PGUM,144.796,13.4796,GUM
PGSN,145.72,15.116,MNP
PAHN,-135.511,59.243,USA
KWLD,-97.035,37.1649,USA
KVTA,-82.4635,40.0263,USA
KVSF,-72.5213,43.3421,USA
KVAY,-74.8407,39.9408,USA
KUIN,-91.1966,39.9371,USA
KTQE,-96.1797,41.763,USA
KTAD,-104.332,37.2618,USA
KSYR,-76.1038,43.1111,USA
KSUS,-90.6557,38.6575,USA
KSLC,-111.965,40.7707,USA
KSET,-90.4329,38.9304,USA
KSBY,-75.5132,38.3409,USA
KSBN,-86.3163,41.7072,USA
KRST,-92.4921,43.904,USA
KRSP,-77.468,39.646,USA
KROC,-77.6754,43.1172,USA
KROA,-79.9737,37.3172,USA
KRKS,-109.053,41.5947,USA
KRIC,-77.3234,37.5115,USA
KRFD,-89.0876,42.1915,USA
KRDG,-75.9593,40.3734,USA
KRBL,-122.255,40.1519,USA
KPTW,-75.5549,40.238,USA
KPSF,-73.2891,42.4268,USA
KPNE,-75.0133,40.0789,USA
KPLN,-84.7929,45.5644,USA
KPIA,-89.6842,40.6675,USA
KPHL,-75.2268,39.8733,USA
KPHF,-76.494,37.1322,USA
KORH,-71.8731,42.2706,USA
KOLM,-122.905,46.9737,USA
KOFP,-77.4349,37.7093,USA
KN60,-101.436,47.654,USA
KMVL,-72.6152,44.5328,USA
KMTP,-71.9235,41.073,USA
KMTN,-76.4065,39.3214,
KMOT,-101.269,48.252,USA
KMKC,-94.5892,39.1279,USA
KMIV,-75.0778,39.3662,USA
KMGJ,-74.2645,41.509,USA
KMFI,-90.1875,44.6379,USA
KLYH,-79.2065,37.3213,USA
KLWT,-109.457,47.0544,USA
KLWM,-71.1256,42.7125,USA
KLNK,-96.7647,40.8478,USA
KLEX,-84.6114,38.0339,USA
KLAF,-86.9474,40.4124,USA
KJST,-78.8307,40.3149,USA
KJAN,-90.0778,32.3198,USA
KIZG,-70.9501,43.9899,USA
KIPT,-76.9217,41.243,USA
KINL,-93.3955,48.5594,USA
KIND,-86.2816,39.7252,USA
KIMT,-88.1129,45.8134,USA
KILN,-83.777,39.4308,USA
KHWD,-122.121,37.6589,USA
KHUA,-86.6854,34.676,USA
KGED,-75.3625,38.6898,USA
KGCN,-112.155,35.9458,USA
KGCK,-100.723,37.9221,USA
KFZY,-76.3831,43.3504,USA
KFWA,-85.2064,40.9725,USA
KFIG,-78.4112,41.0465,USA
KFFZ,-111.721,33.4659,USA
KEWN,-77.0478,35.0684,USA
KEVV,-87.5147,38.0502,USA
KEUG,-123.216,44.1331,USA
KECG,-76.1716,36.2571,USA
KDYL,-75.1228,40.3302,USA
KDSV,-77.7142,42.5699,USA
KDSM,-93.6531,41.534,USA
KDEC,-88.8719,39.8308,USA
KDDH,-73.2488,42.8935,USA
KCRW,-81.5911,38.3795,USA
KCOU,-92.2148,38.8171,USA
KCOS,-104.689,38.8095,USA
KCAR,-68.0172,46.8705,USA
KBWI,-76.684,39.1733,USA
KBUY,-79.4737,36.0475,USA
KBUF,-78.7361,42.94,USA
KBTV,-73.1499,44.4683,USA
KBOS,-71.0097,42.3606,
KBFL,-119.055,35.4342,USA
KAVP,-75.7227,41.3335,USA
KAVL,-82.5379,35.4318,USA
KAUW,-89.6248,44.9265,USA
KAPN,-83.5645,45.0716,USA
KAPC,-122.28,38.2075,USA
KALO,-92.4013,42.5544,USA
KAKR,-81.4634,41.0373,USA
KAKQ,-77.0014,36.9827,USA
KAKH,-81.1555,35.1968,USA
KACY,-74.567,39.452,USA
KAAO,-97.2191,37.7496,USA
K1V4,-72.019,44.42,USA
K12N,-74.7363,41.0093,USA
TISX,-64.8126,17.6997,VIR
TIST,-64.9799,18.3362,
PHTO,-155.049,19.7191,USA
PHNL,-157.924,21.3151,
PHLI,-159.339,21.9805,USA
PHKO,-156.048,19.7378,USA
PHJR,-158.07,21.312,USA
PAYA,-139.671,59.512,USA
PATO,-148.843,60.783,USA
PATK,-150.097,62.319,USA
PATA,-152.107,65.173,USA
PASO,-151.702,59.443,USA
PASI,-135.364,57.047,
PASC,-148.48,70.191,USA
PAQT,-150.994,70.213,USA
PAPB,-169.663,56.576,USA
PAOT,-162.607,66.886,USA
PAOR,-141.938,62.962,USA
PANN,-149.087,64.547,USA
PAMC,-155.61,62.957,USA
PALH,-149.962,61.179,USA
PAKV,-158.732,64.321,USA
PAKT,-131.722,55.3592,
PAJN,-134.556,58.354,
PAHO,-151.491,59.642,USA
PAGY,-135.322,59.457,USA
PAGK,-145.459,62.1592,USA
PAFA,-147.876,64.8031,USA
PAEN,-151.242,60.579,USA
PAEG,-141.164,64.7761,USA
PADE,-162.761,66.0695,USA
PABI,-145.721,63.9931,USA
KZZV,-81.8932,39.9461,USA
KYKM,-120.535,46.564,USA
KYIP,-83.5214,42.242,USA
KXNA,-94.3115,36.2897,USA
KWST,-71.8055,41.3509,USA
KWRL,-107.95,43.9654,USA
KVUO,-122.654,45.621,USA
KVRB,-80.4142,27.6553,USA
KVLD,-83.2739,30.7763,USA
KVIH,-91.7647,38.1318,USA
KVGT,-115.194,36.2121,USA
KVEL,-109.513,40.4429,USA
KUUU,-71.2833,41.5299,USA
KUTS,-95.5866,30.7443,USA
KUNV,-77.8401,40.8534,USA
KUNO,-91.9052,36.8791,USA
KUIL,-124.558,47.937,USA
KUAO,-122.771,45.2466,USA
KTYS,-83.9857,35.818,USA
KTYR,-95.404,32.3587,USA
KTWF,-114.477,42.4785,USA
KTVR,-91.0299,32.3481,USA
KTVL,-119.996,38.8984,USA
KTVC,-85.5694,44.739,USA
KTUS,-110.956,32.1315,USA
KTUP,-88.7713,34.2622,USA
KTUL,-95.8783,36.1985,USA
KTTN,-74.8159,40.2768,USA
KTTD,-122.41,45.551,USA
KTRI,-82.3989,36.4797,USA
KTPA,-82.54,27.9633,
KTOR,-104.158,42.0613,USA
KTOP,-95.626,39.0724,USA
KTOI,-86.0103,31.8574,USA
KTMB,-80.4347,25.6423,USA
KTLH,-84.3513,30.3935,USA
KTKI,-96.5899,33.1828,USA
KTIW,-122.576,47.2674,
KTHV,-76.8768,39.9194,USA
KTDZ,-83.4767,41.5633,USA
KTCS,-107.268,33.2369,USA
KTCL,-87.6155,33.2122,USA
KTCC,-103.601,35.1805,USA
KSWO,-97.0832,36.1624,USA
KSTJ,-94.9095,39.7683,USA
KSTC,-94.0517,45.5442,USA
KSSF,-98.472,29.339,USA
KSRQ,-82.5596,27.4015,USA
KSPW,-95.2101,43.1682,USA
KSPG,-82.6257,27.7685,USA
KSPB,-122.864,45.7691,USA
KSNY,-102.986,41.0993,USA
KSMQ,-74.669,40.6241,USA
KSMF,-121.595,38.7007,USA
KSJC,-121.924,37.3594,USA
KSIY,-122.468,41.7737,USA
KSHR,-106.974,44.7603,USA
KSHN,-123.142,47.2384,USA
KSFF,-117.321,47.6857,USA
KSFB,-81.2436,28.7795,USA
KSEG,-76.8658,40.8193,USA
KSEA,-122.314,47.4447,USA
KSDL,-111.923,33.6124,USA
KSBM,-87.849,43.7748,USA
KSAV,-81.2023,32.1313,USA
KSAF,-106.096,35.611,USA
KSAC,-121.496,38.5066,USA
KRXE,-111.808,43.8321,USA
KRWL,-107.195,41.8065,USA
KRWI,-77.8951,35.8502,USA
KRWF,-95.0804,44.5483,USA
KRVS,-95.9902,36.0424,USA
KRTN,-104.508,36.7418,USA
KRSW,-81.7567,26.538,USA
KRSL,-98.8093,38.8725,USA
KRQE,-109.06,35.6571,USA
KRNT,-122.214,47.4951,USA
KRNM,-116.916,33.038,USA
KRMG,-85.1616,34.3483,USA
KRME,-75.3956,43.2242,USA
KRKP,-97.0467,28.0837,USA
KRIW,-108.447,43.0622,USA
KRIL,-107.72,39.5279,USA
KRHI,-89.4822,45.6315,USA
KRDD,-122.298,40.5146,USA
KRBG,-123.358,43.2337,USA
KRAL,-117.435,33.9528,USA
KRAC,-87.8178,42.7586,USA
KPWA,-97.6472,35.5411,USA
KPUW,-117.116,46.7438,USA
KPUC,-110.755,39.6089,USA
KPUB,-104.506,38.2887,USA
KPTK,-83.41,42.6632,USA
KPSP,-116.504,33.8222,USA
KPSC,-119.118,46.2695,USA
KPRC,-112.422,34.6491,USA
KPRB,-120.629,35.6693,USA
KPQL,-88.5316,30.4631,USA
KPOU,-73.8816,41.6257,USA
KPNS,-87.1869,30.478,USA
KPNC,-97.1024,36.7369,USA
KPMD,-118.083,34.6295,USA
KPKD,-95.0695,46.8971,USA
KPKB,-81.4438,39.3395,USA
KPIR,-100.286,44.3819,USA
KPIL,-97.3378,26.1597,USA
KPIH,-112.572,42.9197,USA
KPIE,-82.6855,27.9126,
KPHD,-81.4218,40.4703,USA
KPGD,-81.9939,26.9185,USA
KPGA,-111.449,36.9211,USA
KPEO,-77.0528,42.6441,USA
KPDX,-122.609,45.5958,USA
KPDT,-118.834,45.6975,USA
KPDK,-84.298,33.8783,USA
KPBI,-80.0992,26.6851,USA
KPBG,-73.4631,44.6392,USA
KPBF,-91.9344,34.1798,USA
KPAE,-122.283,47.9232,USA
KP68,-116.006,39.602,USA
KOXB,-75.1234,38.3091,USA
KOWD,-71.1732,42.1912,USA
KOVS,-90.6775,43.1561,USA
KOVE,-121.622,39.4943,USA
KOSU,-83.0782,40.0784,USA
KOSH,-88.5582,43.9669,USA
KORL,-81.3354,28.5465,USA
KOQT,-84.2336,36.023,USA
KOPF,-80.2828,25.9102,USA
KONT,-117.577,34.0531,USA
KONO,-117.008,44.0143,USA
KOMK,-119.521,48.4611,USA
KOLF,-105.578,48.0942,USA
KOJC,-94.7395,38.85,USA
KOGD,-112.017,41.1941,USA
KODX,-98.9489,41.6234,USA
KOAK,-122.233,37.7178,
KNUW,-122.664,48.355,USA
KNUI,-76.432,38.152,USA
KNRS,-117.111,32.563,USA
KNQX,-81.6829,24.5801,
KNEW,-90.029,30.0494,
KMYV,-121.569,39.102,USA
KMWL,-98.0602,32.7816,USA
KMVY,-70.6159,41.393,USA
KMTO,-88.2724,39.4744,USA
KMTJ,-107.898,38.5054,USA
KMTH,-81.0477,24.7262,
KMSY,-90.2777,29.9974,USA
KMSS,-74.8484,44.9334,USA
KMSP,-93.2313,44.8852,USA
KMSO,-114.094,46.9208,USA
KMSN,-89.3452,43.1407,USA
KMSL,-87.5997,34.7439,USA
KMRB,-77.975,39.4037,USA
KMOD,-120.955,37.6254,USA
KMNN,-83.0673,40.6158,USA
KMMV,-123.134,45.1957,USA
KMMK,-72.8278,41.5097,USA
KMLU,-92.03,32.5155,USA
KMLT,-68.6925,45.6478,USA
KMLS,-105.883,46.4265,USA
KMLP,-115.671,47.4548,USA
KMLC,-95.7815,34.8824,USA
KMLB,-80.6356,28.0997,USA
KMKL,-88.917,35.5933,USA
KMIW,-92.9163,42.1106,USA
KMIE,-85.3936,40.2345,USA
KMIC,-93.3511,45.0623,USA
KMIA,-80.3169,25.7881,USA
KMHT,-71.4377,42.9245,USA
KMHE,-98.0384,43.7743,USA
KMGY,-84.2263,39.5918,USA
KMGW,-79.9206,39.6498,USA
KMGM,-86.4074,32.2997,USA
KMFE,-98.2445,26.1791,USA
KMDW,-87.7551,41.7841,USA
KMCW,-93.3262,43.1543,USA
KMCO,-81.3241,28.4182,USA
KMCK,-100.59,40.204,USA
KMCI,-94.7309,39.2975,USA
KMCE,-120.518,37.286,USA
KMBS,-84.0813,43.5281,USA
KMAI,-85.1835,30.837,USA
KMAE,-120.111,36.9851,USA
KLXV,-106.316,39.228,USA
KLXT,-94.3712,38.9577,USA
KLWV,-87.599,38.7604,USA
KLWD,-93.9005,40.6306,USA
KLVS,-105.139,35.6558,USA
KLVM,-110.442,45.6984,USA
KLVK,-121.815,37.6931,USA
KLUK,-84.4161,39.106,USA
KLSE,-91.253,43.8792,USA
KLPR,-82.1788,41.3463,USA
KLOZ,-84.0688,37.0896,USA
KLOU,-85.6629,38.2302,USA
KLOL,-118.57,40.0685,USA
KLNS,-76.2944,40.1206,USA
KLND,-108.726,42.8154,USA
KLMT,-121.726,42.147,USA
KLLQ,-91.7555,33.636,USA
KLKV,-120.403,42.1538,USA
KLIT,-92.2358,34.7273,USA
KLHX,-103.513,38.0495,USA
KLHQ,-82.6633,39.7573,USA
KLEE,-81.8006,28.8214,USA
KLEB,-72.3054,43.6271,USA
KLCH,-93.2277,30.1255,USA
KLBX,-95.4632,29.1154,USA
KLBF,-100.669,41.122,USA
KLBB,-101.823,33.6658,USA
KLAX,-118.387,33.9382,USA
KLAW,-98.4172,34.5577,USA
KLAR,-105.673,41.3165,USA
KLAN,-84.5997,42.7761,USA
KLAA,-102.687,38.0718,USA
KJLN,-94.4952,37.1522,USA
KJKL,-83.3137,37.5913,USA
KJER,-114.455,42.7274,USA
KJEF,-92.1567,38.5945,USA
KJBR,-90.6442,35.8357,USA
KIXD,-94.8902,38.8221,USA
KIWI,-69.7114,43.9639,USA
KITR,-102.282,39.2415,USA
KIPL,-115.577,32.8346,USA
KINK,-103.202,31.7801,USA
KIML,-101.624,40.5106,USA
KIDA,-112.068,43.5204,USA
KICT,-97.43,37.6475,USA
KICR,-99.8462,43.391,USA
KIAH,-95.3607,29.9844,USA
KIAG,-78.9382,43.1083,USA
KHZY,-80.6968,41.7794,USA
